GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurredLosses,CumPaidLoss,BulkLoss,EarnedPremDIR,EarnedPremCeded,EarnedPremNet,Single,PostedReserves2007,IncrementalPaid
620,Employers Mut Co Of Des Moines,2007,2013,7,8485,5640,1235,23588,422,23166,0,59891.212,221.0
620,Employers Mut Co Of Des Moines,2007,2014,8,6323,6224,0,23588,422,23166,0,59891.212,584.0
620,Employers Mut Co Of Des Moines,2007,2015,9,6819,6278,471,23588,422,23166,0,59891.212,54.0
620,Employers Mut Co Of Des Moines,2007,2016,10,6653,6301,310,23588,422,23166,0,59891.212,23.0
667,Everest Reins Grp,1998,1999,2,5,1,3,79,0,79,0,5050.853,1.0
667,Everest Reins Grp,1998,2001,4,7,2,3,79,0,79,0,5050.853,1.0
667,Everest Reins Grp,1998,2002,5,5,3,1,79,0,79,0,5050.853,1.0
667,Everest Reins Grp,1999,1999,1,194,5,156,332,0,332,0,5050.853,5.0
667,Everest Reins Grp,1999,2000,2,173,31,103,332,0,332,0,5050.853,26.0
667,Everest Reins Grp,1999,2001,3,266,69,116,332,0,332,0,5050.853,38.0
667,Everest Reins Grp,1999,2002,4,257,107,69,332,0,332,0,5050.853,38.0
667,Everest Reins Grp,1999,2003,5,139,115,-18,332,0,332,0,5050.853,8.0
667,Everest Reins Grp,1999,2004,6,241,137,64,332,0,332,0,5050.853,22.0
667,Everest Reins Grp,1999,2005,7,183,143,9,332,0,332,0,5050.853,6.0
667,Everest Reins Grp,1999,2006,8,187,149,6,332,0,332,0,5050.853,6.0
667,Everest Reins Grp,1999,2007,9,186,158,3,332,0,332,0,5050.853,9.0
667,Everest Reins Grp,1999,2008,10,180,159,2,332,0,332,0,5050.853,1.0
667,Everest Reins Grp,2000,2000,1,514,19,432,760,0,760,0,5050.853,19.0
667,Everest Reins Grp,2000,2001,2,672,60,417,760,0,760,0,5050.853,41.0
667,Everest Reins Grp,2000,2002,3,762,156,309,760,0,760,0,5050.853,96.0
667,Everest Reins Grp,2000,2003,4,367,198,44,760,0,760,0,5050.853,42.0
667,Everest Reins Grp,2000,2004,5,392,324,-55,760,0,760,0,5050.853,126.0
667,Everest Reins Grp,2000,2007,8,490,340,43,760,0,760,0,5050.853,34.0
667,Everest Reins Grp,2000,2008,9,454,349,31,760,0,760,0,5050.853,9.0
667,Everest Reins Grp,2000,2009,10,420,351,23,760,0,760,0,5050.853,2.0
667,Everest Reins Grp,2001,2001,1,525,9,461,792,0,792,0,5050.853,9.0
667,Everest Reins Grp,2001,2002,2,573,38,341,792,0,792,0,5050.853,29.0
667,Everest Reins Grp,2001,2003,3,346,80,161,792,0,792,0,5050.853,42.0
667,Everest Reins Grp,2001,2004,4,129,81,-48,792,0,792,0,5050.853,1.0
667,Everest Reins Grp,2001,2005,5,160,137,-94,792,0,792,0,5050.853,56.0
667,Everest Reins Grp,2001,2006,6,234,148,-4,792,0,792,0,5050.853,11.0
667,Everest Reins Grp,2001,2007,7,247,156,21,792,0,792,0,5050.853,8.0
667,Everest Reins Grp,2001,2008,8,227,169,16,792,0,792,0,5050.853,13.0
667,Everest Reins Grp,2001,2009,9,227,182,11,792,0,792,0,5050.853,13.0
667,Everest Reins Grp,2001,2010,10,214,191,8,792,0,792,0,5050.853,9.0
667,Everest Reins Grp,2002,2002,1,1895,39,1529,3405,1571,1834,0,5050.853,39.0
667,Everest Reins Grp,2002,2003,2,2454,150,1896,3405,1571,1834,0,5050.853,111.0
667,Everest Reins Grp,2002,2004,3,1830,401,854,3405,1571,1834,0,5050.853,251.0
667,Everest Reins Grp,2002,2005,4,1179,562,142,3405,1571,1834,0,5050.853,161.0
667,Everest Reins Grp,2002,2006,5,1239,692,193,3405,1571,1834,0,5050.853,130.0
667,Everest Reins Grp,2002,2007,6,1334,842,187,3405,1571,1834,0,5050.853,150.0
667,Everest Reins Grp,2002,2008,7,1247,948,93,3405,1571,1834,0,5050.853,106.0
667,Everest Reins Grp,2002,2009,8,1254,1009,54,3405,1571,1834,0,5050.853,61.0
667,Everest Reins Grp,2002,2010,9,1251,1168,9,3405,1571,1834,0,5050.853,159.0
667,Everest Reins Grp,2002,2011,10,1310,1170,57,3405,1571,1834,0,5050.853,2.0
667,Everest Reins Grp,2003,2003,1,118,20,87,195,825,-629,0,5050.853,20.0
667,Everest Reins Grp,2003,2004,2,87,26,42,195,825,-629,0,5050.853,6.0
667,Everest Reins Grp,2003,2005,3,96,31,40,195,825,-629,0,5050.853,5.0
667,Everest Reins Grp,2003,2006,4,63,38,16,195,825,-629,0,5050.853,7.0
667,Everest Reins Grp,2003,2007,5,62,43,10,195,825,-629,0,5050.853,5.0
667,Everest Reins Grp,2003,2008,6,59,48,4,195,825,-629,0,5050.853,5.0
667,Everest Reins Grp,2003,2009,7,59,50,4,195,825,-629,0,5050.853,2.0
667,Everest Reins Grp,2003,2010,8,63,58,1,195,825,-629,0,5050.853,8.0
667,Everest Reins Grp,2003,2012,10,68,59,3,195,825,-629,0,5050.853,1.0
667,Everest Reins Grp,2004,2004,1,2603,266,1905,8259,458,7801,0,5050.853,266.0
667,Everest Reins Grp,2004,2005,2,2652,467,1645,8259,458,7801,0,5050.853,201.0
667,Everest Reins Grp,2004,2006,3,1755,726,672,8259,458,7801,0,5050.853,259.0
667,Everest Reins Grp,2004,2007,4,1659,958,335,8259,458,7801,0,5050.853,232.0
667,Everest Reins Grp,2004,2008,5,1655,1194,156,8259,458,7801,0,5050.853,236.0
667,Everest Reins Grp,2004,2009,6,1797,1373,106,8259,458,7801,0,5050.853,179.0
667,Everest Reins Grp,2004,2010,7,1788,1722,-1,8259,458,7801,0,5050.853,349.0
667,Everest Reins Grp,2004,2011,8,2159,1803,176,8259,458,7801,0,5050.853,81.0
667,Everest Reins Grp,2004,2012,9,2172,1866,79,8259,458,7801,0,5050.853,63.0
667,Everest Reins Grp,2004,2013,10,2059,1934,34,8259,458,7801,0,5050.853,68.0
667,Everest Reins Grp,2005,2005,1,75,8,58,512,323,188,0,5050.853,8.0
667,Everest Reins Grp,2005,2006,2,36,11,20,512,323,188,0,5050.853,3.0
667,Everest Reins Grp,2005,2007,3,34,15,12,512,323,188,0,5050.853,4.0
667,Everest Reins Grp,2005,2008,4,33,20,7,512,323,188,0,5050.853,5.0
667,Everest Reins Grp,2005,2009,5,67,23,38,512,323,188,0,5050.853,3.0
667,Everest Reins Grp,2005,2010,6,47,30,12,512,323,188,0,5050.853,7.0
667,Everest Reins Grp,2005,2011,7,70,54,12,512,323,188,0,5050.853,24.0
667,Everest Reins Grp,2005,2012,8,138,117,16,512,323,188,0,5050.853,63.0
667,Everest Reins Grp,2005,2013,9,139,118,19,512,323,188,0,5050.853,1.0
667,Everest Reins Grp,2005,2014,10,127,119,8,512,323,188,0,5050.853,1.0
667,Everest Reins Grp,2006,2006,1,946,73,765,3767,891,2876,0,5050.853,73.0
667,Everest Reins Grp,2006,2007,2,946,231,537,3767,891,2876,0,5050.853,158.0
667,Everest Reins Grp,2006,2008,3,939,383,363,3767,891,2876,0,5050.853,152.0
667,Everest Reins Grp,2006,2009,4,1073,523,360,3767,891,2876,0,5050.853,140.0
667,Everest Reins Grp,2006,2010,5,944,699,161,3767,891,2876,0,5050.853,176.0
667,Everest Reins Grp,2006,2011,6,1294,797,348,3767,891,2876,0,5050.853,98.0
667,Everest Reins Grp,2006,2012,7,1833,1307,401,3767,891,2876,0,5050.853,510.0
667,Everest Reins Grp,2006,2013,8,1661,1377,245,3767,891,2876,0,5050.853,70.0
667,Everest Reins Grp,2006,2014,9,1552,1393,135,3767,891,2876,0,5050.853,16.0
667,Everest Reins Grp,2006,2015,10,1517,1409,83,3767,891,2876,0,5050.853,16.0
667,Everest Reins Grp,2007,2007,1,2354,211,1686,8812,3019,5794,0,5050.853,211.0
667,Everest Reins Grp,2007,2008,2,2050,696,829,8812,3019,5794,0,5050.853,485.0
667,Everest Reins Grp,2007,2009,3,8129,1099,2219,8812,3019,5794,0,5050.853,403.0
667,Everest Reins Grp,2007,2010,4,4255,2960,841,8812,3019,5794,0,5050.853,1861.0
667,Everest Reins Grp,2007,2011,5,4715,3403,886,8812,3019,5794,0,5050.853,443.0
667,Everest Reins Grp,2007,2012,6,5597,4156,1034,8812,3019,5794,0,5050.853,753.0
667,Everest Reins Grp,2007,2013,7,5412,4669,612,8812,3019,5794,0,5050.853,513.0
667,Everest Reins Grp,2007,2014,8,5155,4730,351,8812,3019,5794,0,5050.853,61.0
667,Everest Reins Grp,2007,2015,9,5078,4778,208,8812,3019,5794,0,5050.853,48.0
667,Everest Reins Grp,2007,2016,10,5031,4826,104,8812,3019,5794,0,5050.853,48.0
2143,Farmers Alliance Mut & Affiliates,1998,1998,1,96,3,70,519,62,457,0,72.169,3.0
2143,Farmers Alliance Mut & Affiliates,1998,1999,2,32,4,20,519,62,457,0,72.169,1.0
2143,Farmers Alliance Mut & Affiliates,1999,1999,1,116,18,60,469,56,413,0,72.169,18.0
2143,Farmers Alliance Mut & Affiliates,1999,2000,2,71,34,0,469,56,413,0,72.169,16.0
2143,Farmers Alliance Mut & Affiliates,1999,2001,3,53,37,0,469,56,413,0,72.169,3.0
2143,Farmers Alliance Mut & Affiliates,1999,2002,4,55,39,0,469,56,413,0,72.169,2.0
2143,Farmers Alliance Mut & Affiliates,1999,2003,5,56,40,0,469,56,413,0,72.169,1.0
2143,Farmers Alliance Mut & Affiliates,1999,2004,6,46,46,0,469,56,413,0,72.169,6.0
2143,Farmers Alliance Mut & Affiliates,2000,2000,1,90,13,0,452,61,391,0,72.169,13.0
2143,Farmers Alliance Mut & Affiliates,2000,2002,3,28,17,0,452,61,391,0,72.169,4.0
2143,Farmers Alliance Mut & Affiliates,2000,2003,4,41,30,0,452,61,391,0,72.169,13.0
2143,Farmers Alliance Mut & Affiliates,2000,2004,5,66,65,0,452,61,391,0,72.169,35.0
2143,Farmers Alliance Mut & Affiliates,2001,2001,1,44,5,0,477,109,368,0,72.169,5.0
2143,Farmers Alliance Mut & Affiliates,2001,2002,2,94,6,0,477,109,368,0,72.169,1.0
2143,Farmers Alliance Mut & Affiliates,2001,2003,3,118,44,0,477,109,368,0,72.169,38.0
2143,Farmers Alliance Mut & Affiliates,2001,2004,4,109,109,0,477,109,368,0,72.169,65.0
2143,Farmers Alliance Mut & Affiliates,2002,2002,1,81,14,0,309,101,208,0,72.169,14.0
2143,Farmers Alliance Mut & Affiliates,2002,2003,2,71,21,0,309,101,208,0,72.169,7.0
2143,Farmers Alliance Mut & Affiliates,2002,2004,3,33,33,0,309,101,208,0,72.169,12.0
2143,Farmers Alliance Mut & Affiliates,2002,2005,4,34,34,0,309,101,208,0,72.169,1.0
2143,Farmers Alliance Mut & Affiliates,2003,2003,1,8,8,0,144,67,78,0,72.169,8.0
2143,Farmers Alliance Mut & Affiliates,2003,2004,2,9,9,0,144,67,78,0,72.169,1.0
2143,Farmers Alliance Mut & Affiliates,2004,2004,1,18,2,0,132,99,33,0,72.169,2.0
2143,Farmers Alliance Mut & Affiliates,2004,2005,2,4,4,0,132,99,33,0,72.169,2.0
2143,Farmers Alliance Mut & Affiliates,2005,2005,1,25,25,0,125,128,-2,0,72.169,25.0
2143,Farmers Alliance Mut & Affiliates,2005,2006,2,316,207,0,125,128,-2,0,72.169,182.0
2143,Farmers Alliance Mut & Affiliates,2005,2008,4,282,216,0,125,128,-2,0,72.169,9.0
2143,Farmers Alliance Mut & Affiliates,2005,2009,5,286,220,0,125,128,-2,0,72.169,4.0
2143,Farmers Alliance Mut & Affiliates,2005,2010,6,291,225,0,125,128,-2,0,72.169,5.0
2143,Farmers Alliance Mut & Affiliates,2006,2006,1,125,125,0,128,67,61,0,72.169,125.0
2143,Farmers Alliance Mut & Affiliates,2007,2007,1,2,2,0,132,52,80,0,72.169,2.0
2143,Farmers Alliance Mut & Affiliates,2007,2008,2,24,24,0,132,52,80,0,72.169,22.0
1538,Farmers Automobile Grp,1998,1998,1,555,16,179,529,13,516,0,2190.498,16.0
1538,Farmers Automobile Grp,1998,1999,2,285,29,0,529,13,516,0,2190.498,13.0
1538,Farmers Automobile Grp,1998,2001,4,50,31,0,529,13,516,0,2190.498,2.0
1538,Farmers Automobile Grp,1998,2002,5,175,50,0,529,13,516,0,2190.498,19.0
1538,Farmers Automobile Grp,1998,2003,6,132,91,0,529,13,516,0,2190.498,41.0
1538,Farmers Automobile Grp,1998,2004,7,175,94,0,529,13,516,0,2190.498,3.0
1538,Farmers Automobile Grp,1998,2005,8,200,200,0,529,13,516,0,2190.498,106.0
1538,Farmers Automobile Grp,1999,1999,1,346,9,106,475,12,463,0,2190.498,9.0
1538,Farmers Automobile Grp,1999,2000,2,250,30,0,475,12,463,0,2190.498,21.0
1538,Farmers Automobile Grp,2000,2000,1,221,19,120,465,11,454,0,2190.498,19.0
1538,Farmers Automobile Grp,2000,2001,2,112,110,0,465,11,454,0,2190.498,91.0
1538,Farmers Automobile Grp,2001,2001,1,592,27,111,489,8,482,0,2190.498,27.0
1538,Farmers Automobile Grp,2001,2002,2,181,91,0,489,8,482,0,2190.498,64.0
1538,Farmers Automobile Grp,2001,2003,3,230,133,0,489,8,482,0,2190.498,42.0
1538,Farmers Automobile Grp,2001,2004,4,248,186,11,489,8,482,0,2190.498,53.0
1538,Farmers Automobile Grp,2001,2005,5,232,216,0,489,8,482,0,2190.498,30.0
1538,Farmers Automobile Grp,2001,2006,6,227,227,0,489,8,482,0,2190.498,11.0
1538,Farmers Automobile Grp,2002,2002,1,573,30,185,605,9,596,0,2190.498,30.0
1538,Farmers Automobile Grp,2002,2003,2,101,56,0,605,9,596,0,2190.498,26.0
1538,Farmers Automobile Grp,2003,2003,1,634,54,255,850,14,835,0,2190.498,54.0
1538,Farmers Automobile Grp,2003,2004,2,300,66,119,850,14,835,0,2190.498,12.0
1538,Farmers Automobile Grp,2003,2005,3,258,103,133,850,14,835,0,2190.498,37.0
1538,Farmers Automobile Grp,2003,2006,4,127,107,10,850,14,835,0,2190.498,4.0
1538,Farmers Automobile Grp,2003,2007,5,120,110,0,850,14,835,0,2190.498,3.0
1538,Farmers Automobile Grp,2003,2008,6,120,120,0,850,14,835,0,2190.498,10.0
1538,Farmers Automobile Grp,2004,2004,1,420,35,175,1123,21,1103,0,2190.498,35.0
1538,Farmers Automobile Grp,2004,2005,2,326,113,133,1123,21,1103,0,2190.498,78.0
1538,Farmers Automobile Grp,2004,2006,3,311,133,108,1123,21,1103,0,2190.498,20.0
1538,Farmers Automobile Grp,2004,2007,4,155,136,8,1123,21,1103,0,2190.498,3.0
1538,Farmers Automobile Grp,2004,2008,5,141,141,0,1123,21,1103,0,2190.498,5.0
1538,Farmers Automobile Grp,2004,2011,8,142,142,0,1123,21,1103,0,2190.498,1.0
1538,Farmers Automobile Grp,2005,2005,1,597,167,196,1303,20,1283,0,2190.498,167.0
1538,Farmers Automobile Grp,2005,2006,2,405,251,108,1303,20,1283,0,2190.498,84.0
1538,Farmers Automobile Grp,2005,2007,3,417,267,84,1303,20,1283,0,2190.498,16.0
1538,Farmers Automobile Grp,2005,2008,4,335,314,7,1303,20,1283,0,2190.498,47.0
1538,Farmers Automobile Grp,2005,2009,5,331,317,0,1303,20,1283,0,2190.498,3.0
1538,Farmers Automobile Grp,2005,2010,6,327,327,0,1303,20,1283,0,2190.498,10.0
1538,Farmers Automobile Grp,2005,2011,7,333,333,0,1303,20,1283,0,2190.498,6.0
1538,Farmers Automobile Grp,2006,2006,1,324,52,159,1204,6,1198,0,2190.498,52.0
1538,Farmers Automobile Grp,2006,2007,2,381,100,84,1204,6,1198,0,2190.498,48.0
1538,Farmers Automobile Grp,2006,2008,3,301,156,75,1204,6,1198,0,2190.498,56.0
1538,Farmers Automobile Grp,2006,2009,4,195,171,6,1204,6,1198,0,2190.498,15.0
1538,Farmers Automobile Grp,2006,2010,5,182,182,0,1204,6,1198,0,2190.498,11.0
1538,Farmers Automobile Grp,2007,2007,1,1744,91,124,933,0,932,0,2190.498,91.0
1538,Farmers Automobile Grp,2007,2008,2,1311,341,75,933,0,932,0,2190.498,250.0
1538,Farmers Automobile Grp,2007,2009,3,1676,365,70,933,0,932,0,2190.498,24.0
1538,Farmers Automobile Grp,2007,2010,4,1222,904,7,933,0,932,0,2190.498,539.0
1538,Farmers Automobile Grp,2007,2011,5,1204,1117,0,933,0,932,0,2190.498,213.0
1538,Farmers Automobile Grp,2007,2012,6,1150,1150,0,933,0,932,0,2190.498,33.0
388,Federal Ins Co Grp,1998,1998,1,111251,5503,85840,163302,25080,138222,0,844971.094,5503.0
388,Federal Ins Co Grp,1998,1999,2,145983,17833,49708,163302,25080,138222,0,844971.094,12330.0
388,Federal Ins Co Grp,1998,2000,3,165968,89299,19979,163302,25080,138222,0,844971.094,71466.0
388,Federal Ins Co Grp,1998,2001,4,161965,112242,13963,163302,25080,138222,0,844971.094,22943.0
388,Federal Ins Co Grp,1998,2002,5,175855,130949,5757,163302,25080,138222,0,844971.094,18707.0
388,Federal Ins Co Grp,1998,2003,6,185775,138520,2945,163302,25080,138222,0,844971.094,7571.0
388,Federal Ins Co Grp,1998,2004,7,197867,149617,3556,163302,25080,138222,0,844971.094,11097.0
388,Federal Ins Co Grp,1998,2005,8,204647,160559,7604,163302,25080,138222,0,844971.094,10942.0
388,Federal Ins Co Grp,1998,2006,9,181642,165822,4987,163302,25080,138222,0,844971.094,5263.0
388,Federal Ins Co Grp,1998,2007,10,181300,168971,5146,163302,25080,138222,0,844971.094,3149.0
388,Federal Ins Co Grp,1999,1999,1,122599,6111,94402,154714,28528,126186,0,844971.094,6111.0
388,Federal Ins Co Grp,1999,2000,2,158933,44570,53809,154714,28528,126186,0,844971.094,38459.0
388,Federal Ins Co Grp,1999,2001,3,163045,94100,16935,154714,28528,126186,0,844971.094,49530.0
388,Federal Ins Co Grp,1999,2002,4,201083,123971,10941,154714,28528,126186,0,844971.094,29871.0
388,Federal Ins Co Grp,1999,2003,5,217819,149759,4029,154714,28528,126186,0,844971.094,25788.0
388,Federal Ins Co Grp,1999,2004,6,246587,171378,4344,154714,28528,126186,0,844971.094,21619.0
388,Federal Ins Co Grp,1999,2005,7,256792,204943,8726,154714,28528,126186,0,844971.094,33565.0
388,Federal Ins Co Grp,1999,2006,8,231350,214112,6184,154714,28528,126186,0,844971.094,9169.0
388,Federal Ins Co Grp,1999,2007,9,236480,216645,9653,154714,28528,126186,0,844971.094,2533.0
388,Federal Ins Co Grp,1999,2008,10,230695,218048,6093,154714,28528,126186,0,844971.094,1403.0
388,Federal Ins Co Grp,2000,2000,1,126992,6824,82917,159488,30546,128942,0,844971.094,6824.0
388,Federal Ins Co Grp,2000,2001,2,101536,20652,46793,159488,30546,128942,0,844971.094,13828.0
388,Federal Ins Co Grp,2000,2002,3,112243,39472,17471,159488,30546,128942,0,844971.094,18820.0
388,Federal Ins Co Grp,2000,2003,4,109997,57674,5641,159488,30546,128942,0,844971.094,18202.0
388,Federal Ins Co Grp,2000,2004,5,118005,92315,5426,159488,30546,128942,0,844971.094,34641.0
388,Federal Ins Co Grp,2000,2005,6,127408,101372,8705,159488,30546,128942,0,844971.094,9057.0
388,Federal Ins Co Grp,2000,2006,7,128539,110715,7492,159488,30546,128942,0,844971.094,9343.0
388,Federal Ins Co Grp,2000,2007,8,131915,115358,8971,159488,30546,128942,0,844971.094,4643.0
388,Federal Ins Co Grp,2000,2008,9,131076,118040,7107,159488,30546,128942,0,844971.094,2682.0
388,Federal Ins Co Grp,2000,2009,10,131694,120453,6959,159488,30546,128942,0,844971.094,2413.0
388,Federal Ins Co Grp,2001,2001,1,83619,3164,65401,155906,32777,123129,0,844971.094,3164.0
388,Federal Ins Co Grp,2001,2002,2,75224,9900,36895,155906,32777,123129,0,844971.094,6736.0
388,Federal Ins Co Grp,2001,2003,3,76185,28019,15533,155906,32777,123129,0,844971.094,18119.0
388,Federal Ins Co Grp,2001,2004,4,79159,47440,6240,155906,32777,123129,0,844971.094,19421.0
388,Federal Ins Co Grp,2001,2005,5,100439,61471,10768,155906,32777,123129,0,844971.094,14031.0
388,Federal Ins Co Grp,2001,2006,6,91043,67130,9975,155906,32777,123129,0,844971.094,5659.0
388,Federal Ins Co Grp,2001,2007,7,92266,73237,9028,155906,32777,123129,0,844971.094,6107.0
388,Federal Ins Co Grp,2001,2008,8,95213,79621,8903,155906,32777,123129,0,844971.094,6384.0
388,Federal Ins Co Grp,2001,2009,9,95703,82010,9122,155906,32777,123129,0,844971.094,2389.0
388,Federal Ins Co Grp,2001,2010,10,94846,82605,8464,155906,32777,123129,0,844971.094,595.0
388,Federal Ins Co Grp,2002,2002,1,81011,2186,68205,182117,44292,137825,0,844971.094,2186.0
388,Federal Ins Co Grp,2002,2003,2,56614,12564,26572,182117,44292,137825,0,844971.094,10378.0
388,Federal Ins Co Grp,2002,2004,3,57936,26817,12406,182117,44292,137825,0,844971.094,14253.0
388,Federal Ins Co Grp,2002,2005,4,67388,36979,13003,182117,44292,137825,0,844971.094,10162.0
388,Federal Ins Co Grp,2002,2006,5,70030,45513,11234,182117,44292,137825,0,844971.094,8534.0
388,Federal Ins Co Grp,2002,2007,6,77056,53189,11347,182117,44292,137825,0,844971.094,7676.0
388,Federal Ins Co Grp,2002,2008,7,73782,57327,9099,182117,44292,137825,0,844971.094,4138.0
388,Federal Ins Co Grp,2002,2009,8,74123,58857,10399,182117,44292,137825,0,844971.094,1530.0
388,Federal Ins Co Grp,2002,2010,9,72796,60235,9202,182117,44292,137825,0,844971.094,1378.0
388,Federal Ins Co Grp,2002,2011,10,72569,61861,8823,182117,44292,137825,0,844971.094,1626.0
388,Federal Ins Co Grp,2003,2003,1,85090,4094,52263,214395,38443,175952,0,844971.094,4094.0
388,Federal Ins Co Grp,2003,2004,2,78255,20132,19219,214395,38443,175952,0,844971.094,16038.0
388,Federal Ins Co Grp,2003,2005,3,102333,42967,21644,214395,38443,175952,0,844971.094,22835.0
388,Federal Ins Co Grp,2003,2006,4,92487,52292,20995,214395,38443,175952,0,844971.094,9325.0
388,Federal Ins Co Grp,2003,2007,5,96808,66168,17108,214395,38443,175952,0,844971.094,13876.0
388,Federal Ins Co Grp,2003,2008,6,90835,69915,12809,214395,38443,175952,0,844971.094,3747.0
388,Federal Ins Co Grp,2003,2009,7,89467,71454,12974,214395,38443,175952,0,844971.094,1539.0
388,Federal Ins Co Grp,2003,2010,8,89934,73199,12282,214395,38443,175952,0,844971.094,1745.0
388,Federal Ins Co Grp,2003,2011,9,88738,73837,11502,214395,38443,175952,0,844971.094,638.0
388,Federal Ins Co Grp,2003,2012,10,87817,74684,9783,214395,38443,175952,0,844971.094,847.0
388,Federal Ins Co Grp,2004,2004,1,69442,4116,59495,236908,10703,226205,0,844971.094,4116.0
388,Federal Ins Co Grp,2004,2005,2,77918,12615,33331,236908,10703,226205,0,844971.094,8499.0
388,Federal Ins Co Grp,2004,2006,3,83064,27021,32665,236908,10703,226205,0,844971.094,14406.0
388,Federal Ins Co Grp,2004,2007,4,97842,46859,28268,236908,10703,226205,0,844971.094,19838.0
388,Federal Ins Co Grp,2004,2008,5,90392,56119,20229,236908,10703,226205,0,844971.094,9260.0
388,Federal Ins Co Grp,2004,2009,6,85835,60826,16923,236908,10703,226205,0,844971.094,4707.0
388,Federal Ins Co Grp,2004,2010,7,85423,62726,16999,236908,10703,226205,0,844971.094,1900.0
388,Federal Ins Co Grp,2004,2011,8,83545,65444,16075,236908,10703,226205,0,844971.094,2718.0
388,Federal Ins Co Grp,2004,2012,9,84144,66150,16850,236908,10703,226205,0,844971.094,706.0
388,Federal Ins Co Grp,2004,2013,10,80729,66274,13359,236908,10703,226205,0,844971.094,124.0
388,Federal Ins Co Grp,2005,2005,1,97357,2080,79195,268753,10055,258698,0,844971.094,2080.0
388,Federal Ins Co Grp,2005,2006,2,97174,12405,57765,268753,10055,258698,0,844971.094,10325.0
388,Federal Ins Co Grp,2005,2007,3,112644,25044,54751,268753,10055,258698,0,844971.094,12639.0
388,Federal Ins Co Grp,2005,2008,4,102265,40229,38348,268753,10055,258698,0,844971.094,15185.0
388,Federal Ins Co Grp,2005,2009,5,91598,53248,22452,268753,10055,258698,0,844971.094,13019.0
388,Federal Ins Co Grp,2005,2010,6,93002,64121,20503,268753,10055,258698,0,844971.094,10873.0
388,Federal Ins Co Grp,2005,2011,7,92077,67532,19003,268753,10055,258698,0,844971.094,3411.0
388,Federal Ins Co Grp,2005,2012,8,97502,71274,20390,268753,10055,258698,0,844971.094,3742.0
388,Federal Ins Co Grp,2005,2014,10,90429,71259,17273,268753,10055,258698,0,844971.094,537.0
388,Federal Ins Co Grp,2006,2006,1,108699,3719,88492,281991,6878,275113,0,844971.094,3719.0
388,Federal Ins Co Grp,2006,2007,2,127095,18493,79338,281991,6878,275113,0,844971.094,14774.0
388,Federal Ins Co Grp,2006,2008,3,119793,33785,57291,281991,6878,275113,0,844971.094,15292.0
388,Federal Ins Co Grp,2006,2009,4,121486,47499,49547,281991,6878,275113,0,844971.094,13714.0
388,Federal Ins Co Grp,2006,2010,5,119280,63675,39565,281991,6878,275113,0,844971.094,16176.0
388,Federal Ins Co Grp,2006,2011,6,115825,73375,32549,281991,6878,275113,0,844971.094,9700.0
388,Federal Ins Co Grp,2006,2012,7,114396,79295,24851,281991,6878,275113,0,844971.094,5920.0
388,Federal Ins Co Grp,2006,2013,8,114368,83117,23023,281991,6878,275113,0,844971.094,3822.0
388,Federal Ins Co Grp,2006,2014,9,122117,89526,22582,281991,6878,275113,0,844971.094,6409.0
388,Federal Ins Co Grp,2006,2015,10,120176,96229,14733,281991,6878,275113,0,844971.094,6703.0
78,Federated Mut Grp,1998,1998,1,29510,2220,19101,29573,0,29573,0,92391.12,2220.0
78,Federated Mut Grp,1998,1999,2,26346,4664,12854,29573,0,29573,0,92391.12,2444.0
78,Federated Mut Grp,1998,2000,3,19418,8719,4640,29573,0,29573,0,92391.12,4055.0
78,Federated Mut Grp,1998,2001,4,13941,11279,-1324,29573,0,29573,0,92391.12,2560.0
78,Federated Mut Grp,1998,2002,5,16984,13042,550,29573,0,29573,0,92391.12,1763.0
78,Federated Mut Grp,1998,2003,6,18460,13884,1226,29573,0,29573,0,92391.12,842.0
78,Federated Mut Grp,1998,2004,7,17021,14242,1246,29573,0,29573,0,92391.12,358.0
78,Federated Mut Grp,1998,2005,8,16123,14311,1088,29573,0,29573,0,92391.12,69.0
78,Federated Mut Grp,1998,2006,9,16116,14498,1025,29573,0,29573,0,92391.12,187.0
78,Federated Mut Grp,1998,2007,10,15298,14669,581,29573,0,29573,0,92391.12,171.0
78,Federated Mut Grp,1999,1999,1,20060,1780,15324,26274,0,26274,0,92391.12,1780.0
78,Federated Mut Grp,1999,2000,2,13806,2820,4548,26274,0,26274,0,92391.12,1040.0
78,Federated Mut Grp,1999,2001,3,15043,5018,2402,26274,0,26274,0,92391.12,2198.0
78,Federated Mut Grp,1999,2002,4,12359,8302,180,26274,0,26274,0,92391.12,3284.0
78,Federated Mut Grp,1999,2003,5,12888,9500,596,26274,0,26274,0,92391.12,1198.0
78,Federated Mut Grp,1999,2004,6,11989,11318,262,26274,0,26274,0,92391.12,1818.0
78,Federated Mut Grp,1999,2005,7,15677,14370,869,26274,0,26274,0,92391.12,3052.0
78,Federated Mut Grp,1999,2006,8,14373,14588,703,26274,0,26274,0,92391.12,218.0
78,Federated Mut Grp,1999,2008,10,14870,14039,661,26274,0,26274,0,92391.12,51.0
78,Federated Mut Grp,2000,2000,1,20001,2201,12561,27444,0,27444,0,92391.12,2201.0
78,Federated Mut Grp,2000,2001,2,20582,5396,7179,27444,0,27444,0,92391.12,3195.0
78,Federated Mut Grp,2000,2002,3,20138,8472,3341,27444,0,27444,0,92391.12,3076.0
